study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	base_count	experiment_alias	fastq_bytes	fastq_ftp	submitted_ftp	sample_alias
PRJEB14847	SAMEA4347475	ERX1610232	749906	gut metagenome	Illumina HiSeq 2000	AWF_KTOSW_r1	PAIRED	5211064974	exp_AWF_KTOSW_4_C0UW8ACXX.IND12	2187258468;2233599275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539618/ERR1539618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539618/ERR1539618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KTOSW_4_1_C0UW8ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KTOSW_4_2_C0UW8ACXX.IND12_clean.fastq.gz	sample_AWF_749906_B1-144
PRJEB14847	SAMEA4347587	ERX1610122	749906	gut metagenome	Illumina HiSeq 2000	AWF_BDOSW_r2	PAIRED	4811863466	exp_AWF_BDOSW_2_HAYJ5ADXX.IND4	2090333509;2117367788	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539619/ERR1539619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539619/ERR1539619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BDOSW_2_1_HAYJ5ADXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BDOSW_2_2_HAYJ5ADXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-001
PRJEB14847	SAMEA4347737	ERX1610331	749906	gut metagenome	Illumina HiSeq 2000	AWF_NCOSW_r1	PAIRED	8777570651	exp_AWF_NCOSW_6_C16GEACXX.IND3	4006237679;4116092334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539620/ERR1539620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539620/ERR1539620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NCOSW_6_1_C16GEACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NCOSW_6_2_C16GEACXX.IND3_clean.fastq.gz	sample_AWF_749906_C1_015
PRJEB14847	SAMEA4347501	ERX1610114	749906	gut metagenome	Illumina HiSeq 2000	AWF_IFOSW_r1	PAIRED	4775298980	exp_AWF_IFOSW_2_D11VRACXX.IND2	2107042253;2095096031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539621/ERR1539621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539621/ERR1539621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IFOSW_2_1_D11VRACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IFOSW_2_2_D11VRACXX.IND2_clean.fastq.gz	sample_AWF_749906_B1-055
PRJEB14847	SAMEA4347690	ERX1610283	749906	gut metagenome	Illumina HiSeq 2000	AWF_NTOSW_r1	PAIRED	4385531775	exp_AWF_NTOSW_1_C1K1EACXX.IND5	1990415359;2005659674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539622/ERR1539622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539622/ERR1539622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NTOSW_1_1_C1K1EACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NTOSW_1_2_C1K1EACXX.IND5_clean.fastq.gz	sample_AWF_749906_A1 058
PRJEB14847	SAMEA4347580	ERX1610392	749906	gut metagenome	Illumina HiSeq 2000	AWF_RMOSW_r1	PAIRED	5052845564	exp_AWF_RMOSW_3_C1JJBACXX.IND13	2366124047;2369559449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539623/ERR1539623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539623/ERR1539623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RMOSW_3_1_C1JJBACXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RMOSW_3_2_C1JJBACXX.IND13_clean.fastq.gz	sample_AWF_749906_A1-168
PRJEB14847	SAMEA4347555	ERX1610318	749906	gut metagenome	Illumina HiSeq 2000	AWF_BCOSW_r2	PAIRED	3695873072	exp_AWF_BCOSW_2_HAYJ5ADXX.IND3	1623200987;1647229911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539624/ERR1539624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539624/ERR1539624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BCOSW_2_1_HAYJ5ADXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BCOSW_2_2_HAYJ5ADXX.IND3_clean.fastq.gz	sample_AWF_749906_C1-001
PRJEB14847	SAMEA4347456	ERX1610418	749906	gut metagenome	Illumina HiSeq 2000	AWF_IHOSW_r1	PAIRED	5659117369	exp_AWF_IHOSW_2_D11VRACXX.IND4	2491780027;2470376418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539625/ERR1539625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539625/ERR1539625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IHOSW_2_1_D11VRACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IHOSW_2_2_D11VRACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-155
PRJEB14847	SAMEA4347693	ERX1610327	749906	gut metagenome	Illumina HiSeq 2000	AWF_NEOSW_r1	PAIRED	4902875085	exp_AWF_NEOSW_4_D14FJACXX.IND5	2386254247;2404114666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539626/ERR1539626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539626/ERR1539626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NEOSW_4_1_D14FJACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NEOSW_4_2_D14FJACXX.IND5_clean.fastq.gz	sample_AWF_749906_A1_035
PRJEB14847	SAMEA4347696	ERX1610108	749906	gut metagenome	Illumina HiSeq 2000	AWF_EVOSW_r1	PAIRED	5130367756	exp_AWF_EVOSW_2_D11TTACXX.IND9	2415166738;2407206760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539627/ERR1539627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539627/ERR1539627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_EVOSW_2_1_D11TTACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_EVOSW_2_2_D11TTACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1-102
PRJEB14847	SAMEA4347725	ERX1610170	749906	gut metagenome	Illumina HiSeq 2000	AWF_VTOSW_r1	PAIRED	4912754987	exp_AWF_VTOSW_1_HAYJ5ADXX.IND19	2212052779;2224306598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539628/ERR1539628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539628/ERR1539628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VTOSW_1_1_HAYJ5ADXX.IND19_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VTOSW_1_2_HAYJ5ADXX.IND19_clean.fastq.gz	sample_AWF_749906_A1_176
PRJEB14847	SAMEA4347536	ERX1610288	749906	gut metagenome	Illumina HiSeq 2000	AWF_FPOSW_r1	PAIRED	5189460493	exp_AWF_FPOSW_3_D11TTACXX.IND6	2429085069;2420671047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539629/ERR1539629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539629/ERR1539629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FPOSW_3_1_D11TTACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FPOSW_3_2_D11TTACXX.IND6_clean.fastq.gz	sample_AWF_749906_B1-112
PRJEB14847	SAMEA4347504	ERX1610309	749906	gut metagenome	Illumina HiSeq 2000	AWF_FCOSW_r1	PAIRED	4875361652	exp_AWF_FCOSW_2_D11TTACXX.IND12	2297557567;2290343145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539630/ERR1539630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539630/ERR1539630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FCOSW_2_1_D11TTACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FCOSW_2_2_D11TTACXX.IND12_clean.fastq.gz	sample_AWF_749906_B1-052
PRJEB14847	SAMEA4347459	ERX1610105	749906	gut metagenome	Illumina HiSeq 2000	AWF_TNOSW_r2	PAIRED	4017506066	exp_AWF_TNOSW_4_C4VR1ACXX.IND27	1928790803;1904395471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539631/ERR1539631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539631/ERR1539631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TNOSW_4_1_C4VR1ACXX.IND27_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TNOSW_4_2_C4VR1ACXX.IND27_clean.fastq.gz	sample_AWF_749906_B1-038
PRJEB14847	SAMEA4347472	ERX1610412	749906	gut metagenome	Illumina HiSeq 2000	AWF_LVOSW_r1	PAIRED	4330588805	exp_AWF_LVOSW_1_D14RHACXX.IND5	1960304833;1980365593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539632/ERR1539632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539632/ERR1539632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LVOSW_1_1_D14RHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LVOSW_1_2_D14RHACXX.IND5_clean.fastq.gz	sample_AWF_749906_B1_123
PRJEB14847	SAMEA4347631	ERX1610396	749906	gut metagenome	Illumina HiSeq 2000	AWF_QFOSW_r1	PAIRED	5253870213	exp_AWF_QFOSW_2_C1JJBACXX.IND21	2407654567;2417952446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539633/ERR1539633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539633/ERR1539633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QFOSW_2_1_C1JJBACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QFOSW_2_2_C1JJBACXX.IND21_clean.fastq.gz	sample_AWF_749906_B1 016
PRJEB14847	SAMEA4347645	ERX1610264	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABFOSW_r1	PAIRED	5381109602	exp_AWF_ABFOSW_1_HAYJVADXX.IND39	2286998382;2379454587	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539634/ERR1539634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539634/ERR1539634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABFOSW_1_1_HAYJVADXX.IND39_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABFOSW_1_2_HAYJVADXX.IND39_clean.fastq.gz	sample_AWF_749906_A1_137
PRJEB14847	SAMEA4347558	ERX1610307	749906	gut metagenome	Illumina HiSeq 2000	AWF_IGOSW_r1	PAIRED	5294196888	exp_AWF_IGOSW_2_D11VRACXX.IND3	2346433419;2330458651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539635/ERR1539635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539635/ERR1539635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IGOSW_2_1_D11VRACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IGOSW_2_2_D11VRACXX.IND3_clean.fastq.gz	sample_AWF_749906_B1-105
PRJEB14847	SAMEA4347455	ERX1610395	749906	gut metagenome	Illumina HiSeq 2000	AWF_GNOSW_r1	PAIRED	5266430126	exp_AWF_GNOSW_1_D11TTACXX.IND3	2508218858;2502399119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539636/ERR1539636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539636/ERR1539636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GNOSW_1_1_D11TTACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GNOSW_1_2_D11TTACXX.IND3_clean.fastq.gz	sample_AWF_749906_B1-033
PRJEB14847	SAMEA4347582	ERX1610311	749906	gut metagenome	Illumina HiSeq 2000	AWF_AEOSW_r1	SINGLE	3968366798	exp_AWF_AEOSW_7_C0BB7ACXX.IND6	3391447760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539637/ERR1539637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AEOSW_7_C0BB7ACXX.IND6_clean.fastq.gz	sample_AWF_749906_A1-041
PRJEB14847	SAMEA4347511	ERX1610319	749906	gut metagenome	Illumina HiSeq 2000	AWF_TVOSW_r1	PAIRED	5209044951	exp_AWF_TVOSW_1_HAY78ADXX.IND1	2203206993;2262152211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539638/ERR1539638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539638/ERR1539638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TVOSW_1_1_HAY78ADXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TVOSW_1_2_HAY78ADXX.IND1_clean.fastq.gz	sample_AWF_749906_A1_098
PRJEB14847	SAMEA4347477	ERX1610332	749906	gut metagenome	Illumina HiSeq 2000	AWF_TGOSW_r1	PAIRED	4000725784	exp_AWF_TGOSW_1_C4VR1ACXX.IND21	2028783711;1982780118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539639/ERR1539639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539639/ERR1539639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TGOSW_1_1_C4VR1ACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TGOSW_1_2_C4VR1ACXX.IND21_clean.fastq.gz	sample_AWF_749906_B1-020
PRJEB14847	SAMEA4347523	ERX1610424	749906	gut metagenome	Illumina HiSeq 2000	AWF_RROSW_r1	PAIRED	9961003517	exp_AWF_RROSW_7_C2420ACXX.IND4	4639403292;4629702483	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539640/ERR1539640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539640/ERR1539640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RROSW_7_1_C2420ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RROSW_7_2_C2420ACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-168
PRJEB14847	SAMEA4347578	ERX1610316	749906	gut metagenome	Illumina HiSeq 2000	AWF_SBOSW_r1	PAIRED	7841912941	exp_AWF_SBOSW_7_C2420ACXX.IND21	3697520452;3696639640	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539641/ERR1539641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539641/ERR1539641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SBOSW_7_1_C2420ACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SBOSW_7_2_C2420ACXX.IND21_clean.fastq.gz	sample_AWF_749906_B1-017
PRJEB14847	SAMEA4347561	ERX1610369	749906	gut metagenome	Illumina HiSeq 2000	AWF_QAOSW_r1	PAIRED	5087520475	exp_AWF_QAOSW_6_C1KG9ACXX.IND23	2363448287;2361929546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539642/ERR1539642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539642/ERR1539642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QAOSW_6_1_C1KG9ACXX.IND23_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QAOSW_6_2_C1KG9ACXX.IND23_clean.fastq.gz	sample_AWF_749906_B1-109
PRJEB14847	SAMEA4347505	ERX1610131	749906	gut metagenome	Illumina HiSeq 2000	AWF_NSOSW_r1	PAIRED	5309729928	exp_AWF_NSOSW_1_C1K1EACXX.IND4	2417716751;2437399635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539643/ERR1539643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539643/ERR1539643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NSOSW_1_1_C1K1EACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NSOSW_1_2_C1K1EACXX.IND4_clean.fastq.gz	sample_AWF_749906_A1 108
PRJEB14847	SAMEA4347657	ERX1610398	749906	gut metagenome	Illumina HiSeq 2000	AWF_LCOSW_r1	PAIRED	4650386884	exp_AWF_LCOSW_1_D14MKACXX.IND1	2191034472;2200651826	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539644/ERR1539644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539644/ERR1539644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LCOSW_1_1_D14MKACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LCOSW_1_2_D14MKACXX.IND1_clean.fastq.gz	sample_AWF_749906_A1_013
PRJEB14847	SAMEA4347492	ERX1610399	749906	gut metagenome	Illumina HiSeq 2000	AWF_NFOSW_r1	PAIRED	5310281979	exp_AWF_NFOSW_4_D14FJACXX.IND6	2597916574;2617454326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539645/ERR1539645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539645/ERR1539645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NFOSW_4_1_D14FJACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NFOSW_4_2_D14FJACXX.IND6_clean.fastq.gz	sample_AWF_749906_A1_085
PRJEB14847	SAMEA4347545	ERX1610185	749906	gut metagenome	Illumina HiSeq 2000	AWF_RTOSW_r1	PAIRED	5624021017	exp_AWF_RTOSW_8_C1JDKACXX.IND18	2685629385;2701830443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539646/ERR1539646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539646/ERR1539646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RTOSW_8_1_C1JDKACXX.IND18_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RTOSW_8_2_C1JDKACXX.IND18_clean.fastq.gz	sample_AWF_749906_A1-067
PRJEB14847	SAMEA4347722	ERX1610435	749906	gut metagenome	Illumina HiSeq 2000	AWF_NROSW_r1	PAIRED	5060068859	exp_AWF_NROSW_1_C1K1EACXX.IND3	2312836819;2332014969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539647/ERR1539647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539647/ERR1539647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NROSW_1_1_C1K1EACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NROSW_1_2_C1K1EACXX.IND3_clean.fastq.gz	sample_AWF_749906_A1 158
PRJEB14847	SAMEA4347746	ERX1610383	749906	gut metagenome	Illumina HiSeq 2000	AWF_LDOSW_r1	PAIRED	4949792784	exp_AWF_LDOSW_1_D14MKACXX.IND2	2328270685;2342274578	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539648/ERR1539648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539648/ERR1539648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LDOSW_1_1_D14MKACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LDOSW_1_2_D14MKACXX.IND2_clean.fastq.gz	sample_AWF_749906_A1_063
PRJEB14847	SAMEA4347484	ERX1610354	749906	gut metagenome	Illumina HiSeq 2000	AWF_VMOSW_r1	PAIRED	5472094367	exp_AWF_VMOSW_1_HAYJ5ADXX.IND13	2489697612;2500183111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539649/ERR1539649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539649/ERR1539649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VMOSW_1_1_HAYJ5ADXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VMOSW_1_2_HAYJ5ADXX.IND13_clean.fastq.gz	sample_AWF_749906_A1_088
PRJEB14847	SAMEA4347642	ERX1610381	749906	gut metagenome	Illumina HiSeq 2000	AWF_NGOSW_r1	PAIRED	5779560925	exp_AWF_NGOSW_4_D14FJACXX.IND7	2822995698;2845211191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539650/ERR1539650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539650/ERR1539650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NGOSW_4_1_D14FJACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NGOSW_4_2_D14FJACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1_135
PRJEB14847	SAMEA4347679	ERX1610116	749906	gut metagenome	Illumina HiSeq 2000	AWF_BBOSW_r2	PAIRED	5098522847	exp_AWF_BBOSW_2_HAYJ5ADXX.IND2	2217626833;2259917449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539651/ERR1539651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539651/ERR1539651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BBOSW_2_1_HAYJ5ADXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BBOSW_2_2_HAYJ5ADXX.IND2_clean.fastq.gz	sample_AWF_749906_C1-021
PRJEB14847	SAMEA4347735	ERX1610356	749906	gut metagenome	Illumina HiSeq 2000	AWF_BMOSW_r1	SINGLE	3569934511	exp_AWF_BMOSW_3_C0BCMACXX.IND11	3009977769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539652/ERR1539652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BMOSW_3_C0BCMACXX.IND11_clean.fastq.gz	sample_AWF_749906_B1-081
PRJEB14847	SAMEA4347614	ERX1610134	749906	gut metagenome	Illumina HiSeq 2000	AWF_VROSW_r1	PAIRED	3277721900	exp_AWF_VROSW_1_HAYJ5ADXX.IND17	1489901378;1500201482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539653/ERR1539653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539653/ERR1539653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VROSW_1_1_HAYJ5ADXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VROSW_1_2_HAYJ5ADXX.IND17_clean.fastq.gz	sample_AWF_749906_B1_089
PRJEB14847	SAMEA4347508	ERX1610171	749906	gut metagenome	Illumina HiSeq 2000	AWF_AIOSW_r1	SINGLE	4330594687	exp_AWF_AIOSW_8_C0BB7ACXX.IND10	3763227019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539654/ERR1539654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AIOSW_8_C0BB7ACXX.IND10_clean.fastq.gz	sample_AWF_749906_A1-081
